gender,age,height,weight,region,hukou,education,health,appearance,iq,family_bg,assets,income
男,38.3,166.8,82.8,农村地区,一线户籍,8.0,良好,58.1,108.7,工薪,5.22,16984323189.23
女,24.3,162.2,45.8,二线城市,农村户籍,3.9,一般,26.3,118.9,富裕,8.22,110753.29
男,26.1,178.3,86.6,一线城市,一线户籍,5.0,良好,67.4,94.6,中产,10.31,5329543996.02
男,24.6,170.9,70.3,三线城市,二线户籍,9.0,一般,61.5,92.4,中产,18.42,1553955.25
女,29.2,164.2,40.0,农村地区,农村户籍,5.0,优秀,66.5,107.1,工薪,5.21,2639.28
男,29.9,176.1,62.2,二线城市,三线户籍,4.9,一般,31.0,89.9,工薪,27.32,0.0
男,20.8,169.2,63.1,三线城市,二线户籍,2.1,良好,54.2,102.4,中产,10.85,51038.25
女,26.2,158.4,59.9,农村地区,三线户籍,2.9,优秀,71.4,82.8,工薪,22.64,54965164749.74
男,37.1,164.8,78.9,二线城市,三线户籍,10.0,良好,53.9,110.7,工薪,188.29,6792.56
女,41.8,164.6,59.3,一线城市,二线户籍,7.2,较差,70.0,89.1,工薪,24.62,62239.12
女,43.3,165.9,45.6,三线城市,二线户籍,10.0,良好,71.0,126.7,中产,1.67,17249.16
女,38.6,156.0,60.7,二线城市,一线户籍,7.3,优秀,55.7,70.0,中产,9.48,678130813.96
男,19.8,165.6,89.1,三线城市,三线户籍,7.0,优秀,75.1,81.2,富裕,15.21,38701932653.67
女,21.5,163.1,53.1,农村地区,农村户籍,5.8,良好,45.0,115.5,工薪,119.33,37814142.81
女,39.5,155.6,49.3,三线城市,三线户籍,10.0,良好,56.4,100.7,中产,4.11,405168332164.38
男,42.3,167.4,72.9,一线城市,三线户籍,4.9,一般,54.3,104.2,困难,2.57,1671.44
女,18.0,155.7,55.2,二线城市,一线户籍,8.7,优秀,36.6,122.6,困难,8.2,393694.37
男,25.5,178.4,70.9,二线城市,二线户籍,9.0,良好,47.7,75.5,中产,51.79,297456088128.92
女,34.3,165.5,63.5,一线城市,二线户籍,7.4,良好,86.4,100.0,工薪,2.95,292723527.19
女,50.4,158.5,53.1,二线城市,三线户籍,4.9,一般,47.2,101.3,富裕,50.23,2.566795868721592e+16
男,37.3,165.4,78.3,二线城市,二线户籍,2.6,一般,83.8,108.6,工薪,65.33,4.85
男,36.1,169.8,68.4,二线城市,三线户籍,9.0,较差,78.4,82.4,中产,67.43,9992.07
男,25.2,174.6,70.8,农村地区,三线户籍,6.1,良好,61.2,70.0,工薪,21.11,181.78
男,42.7,170.7,79.6,农村地区,二线户籍,3.7,良好,89.9,88.3,工薪,14.98,540837753.91
女,27.8,151.6,46.8,农村地区,三线户籍,4.1,良好,67.6,89.1,困难,163.71,484065441113.81
女,28.4,160.6,48.7,三线城市,一线户籍,8.5,较差,48.4,93.4,工薪,9.34,33.32
女,33.9,171.4,51.8,三线城市,农村户籍,7.9,良好,62.9,98.5,工薪,20.56,0.0
女,28.6,157.1,61.8,农村地区,三线户籍,3.8,优秀,41.0,122.9,工薪,14.27,8994.12
男,18.0,174.6,74.2,三线城市,三线户籍,9.2,良好,63.8,120.8,困难,20.76,198336233688.72
女,38.8,153.3,59.0,三线城市,一线户籍,10.0,良好,81.0,108.3,中产,1.91,12270737.31
男,29.0,169.1,57.4,一线城市,三线户籍,5.1,优秀,16.1,130.8,富裕,44.99,75886.4
女,34.4,165.1,56.4,一线城市,二线户籍,6.7,优秀,91.6,108.9,中产,6.78,12017969724.6
女,37.8,156.4,44.7,二线城市,一线户籍,1.2,良好,77.3,120.8,中产,8.48,0.0
男,22.7,172.7,75.1,三线城市,三线户籍,9.3,较差,39.1,91.5,富裕,25.66,107621432100.24
男,30.4,179.1,63.7,二线城市,农村户籍,6.6,良好,52.5,79.4,工薪,17.95,1776152.88
男,32.7,179.2,72.8,三线城市,三线户籍,7.2,良好,62.4,94.5,困难,9.02,73.73
男,25.3,166.2,86.3,三线城市,三线户籍,3.6,优秀,57.0,131.0,工薪,1.35,88.85
女,39.6,153.0,57.7,三线城市,农村户籍,4.9,良好,35.7,106.5,工薪,25.48,173387703793636.94
男,32.8,168.8,54.3,二线城市,三线户籍,10.0,优秀,32.4,99.5,工薪,26.28,11192808.33
女,29.7,162.9,40.0,二线城市,农村户籍,6.6,较差,74.0,102.8,工薪,54.8,164218128.87
男,23.5,167.0,63.6,一线城市,一线户籍,3.8,优秀,91.9,120.0,工薪,122.05,15.98
男,40.7,167.7,54.4,三线城市,农村户籍,9.5,较差,58.4,115.0,工薪,119.58,6156408024.94
男,23.4,174.0,67.7,三线城市,二线户籍,4.7,良好,90.7,100.0,中产,31.14,1201.12
女,38.0,162.8,56.5,一线城市,三线户籍,4.7,一般,71.4,115.8,工薪,10.87,211406849.73
男,45.2,160.1,70.5,二线城市,农村户籍,4.1,较差,47.5,111.5,中产,1.91,5839.79
女,29.8,152.5,45.7,农村地区,二线户籍,4.7,一般,55.6,93.2,困难,39.98,9231.19
女,31.2,162.2,48.4,一线城市,二线户籍,7.4,一般,60.1,70.0,困难,14.77,1.3283650576245182e+16
男,39.6,171.2,73.4,三线城市,三线户籍,8.4,优秀,72.3,93.6,困难,19.73,2393.15
男,39.5,172.4,68.5,二线城市,农村户籍,6.3,良好,43.2,94.1,工薪,15.1,712572745603.79
男,25.3,174.3,73.8,农村地区,农村户籍,7.3,优秀,67.1,114.1,工薪,3.77,4207158343283.7
女,22.7,165.3,66.6,一线城市,一线户籍,4.4,良好,57.9,104.6,困难,6.49,2437579826636.37
男,18.0,163.8,57.5,农村地区,二线户籍,8.9,优秀,60.2,115.7,工薪,3.11,4172698.03
女,25.0,151.8,40.7,二线城市,农村户籍,8.0,良好,67.5,116.0,中产,2.89,0.0
女,28.2,160.0,55.2,二线城市,二线户籍,8.0,优秀,38.9,93.9,工薪,21.64,2922650805.76
女,18.0,155.0,53.5,一线城市,农村户籍,6.9,优秀,81.4,77.9,富裕,6.03,87843535.75
男,25.4,171.4,65.5,农村地区,一线户籍,9.2,一般,88.6,90.9,工薪,47.76,4325893.01
女,23.5,161.6,54.9,一线城市,三线户籍,8.6,优秀,63.4,100.3,困难,3.78,1497891126805.97
男,31.9,165.6,62.1,农村地区,三线户籍,3.2,良好,50.1,75.0,中产,36.75,160551.3
女,21.7,159.2,52.4,一线城市,一线户籍,3.6,较差,67.0,91.7,中产,17.81,467.55
女,28.4,156.0,55.7,二线城市,三线户籍,7.1,良好,83.5,101.0,工薪,5.66,441.91
男,30.3,166.6,75.1,三线城市,一线户籍,1.6,良好,69.8,112.2,工薪,3.7,218416736.0
男,34.5,171.2,74.1,二线城市,三线户籍,6.2,优秀,66.1,91.8,中产,59.01,11440.18
女,28.4,165.9,58.8,三线城市,农村户籍,5.2,良好,75.5,78.7,中产,3.8,61354.41
男,39.5,167.3,59.8,二线城市,农村户籍,10.0,优秀,45.2,121.1,中产,6.79,679236515.27
女,27.1,166.5,46.1,一线城市,二线户籍,6.1,优秀,39.1,108.9,困难,5.11,463284.44
男,33.8,165.6,69.5,三线城市,三线户籍,6.0,优秀,69.9,87.9,中产,40.61,11052277.33
女,24.1,154.5,43.2,三线城市,农村户籍,9.5,良好,74.3,103.6,中产,1.94,459178.13
女,35.6,157.1,40.0,二线城市,农村户籍,5.9,良好,82.7,106.0,工薪,6.36,140531975542.65
女,33.4,167.0,60.7,二线城市,农村户籍,7.4,良好,51.7,98.0,工薪,90.28,263.6
男,24.8,173.8,86.2,农村地区,三线户籍,4.2,一般,58.3,125.0,中产,4.22,0.0
男,37.7,170.4,66.6,三线城市,农村户籍,7.7,较差,42.3,102.6,工薪,27.27,14144027892766.21
男,38.1,168.6,72.0,二线城市,农村户籍,5.1,优秀,35.3,122.6,工薪,49.28,1366058.12
女,34.1,158.6,44.8,一线城市,二线户籍,4.4,良好,92.8,108.6,困难,6.07,7231.11
女,32.7,162.9,54.3,三线城市,三线户籍,6.9,良好,34.7,102.9,中产,7.84,2840.62
男,32.8,174.1,70.9,三线城市,三线户籍,7.0,良好,67.6,121.7,工薪,24.09,90.33
男,25.8,163.5,70.9,二线城市,三线户籍,7.8,良好,58.1,87.6,困难,4.89,807201928828965.5
女,18.0,149.7,55.2,农村地区,三线户籍,5.7,良好,84.7,105.4,中产,4.32,2392776.85
男,24.3,167.4,68.7,一线城市,一线户籍,5.0,优秀,83.6,100.4,困难,14.04,3858.73
男,26.2,171.5,64.2,三线城市,二线户籍,8.2,良好,52.2,98.7,中产,164.67,2.15
男,32.2,173.3,66.7,二线城市,农村户籍,9.0,优秀,44.0,114.9,中产,5.08,7000993703177521.0
女,31.6,159.9,49.5,三线城市,三线户籍,8.4,优秀,35.8,104.5,富裕,37.3,51482.49
女,31.9,166.9,41.9,三线城市,三线户籍,5.1,一般,61.9,110.6,工薪,15.88,133.99
女,22.1,155.2,57.5,二线城市,农村户籍,4.9,良好,62.8,104.5,中产,2.92,123543321369.93
女,20.6,159.5,53.0,三线城市,一线户籍,6.2,优秀,55.6,94.6,工薪,7.47,8027830905009.55
女,39.1,164.3,55.6,二线城市,农村户籍,5.5,一般,43.5,121.3,困难,10.63,29966322.82
男,28.7,175.9,78.1,二线城市,农村户籍,4.9,优秀,45.3,83.7,困难,52.17,23589.37
男,42.5,178.9,62.2,二线城市,三线户籍,2.7,良好,84.4,94.4,富裕,9.1,0.02
女,43.6,168.4,63.0,二线城市,农村户籍,4.8,良好,62.0,70.0,工薪,8.69,8753668.96
女,33.1,163.1,68.1,三线城市,一线户籍,7.3,一般,37.2,70.0,工薪,19.42,1266487.26
男,28.0,158.8,83.2,二线城市,农村户籍,7.3,良好,63.3,118.9,中产,1.3,10051291.13
男,18.0,177.9,62.9,农村地区,三线户籍,6.1,优秀,52.7,85.5,困难,9.87,445655358.5
男,29.2,166.2,79.8,三线城市,三线户籍,3.7,良好,40.4,129.0,困难,10.06,38159522383.97
女,18.0,165.5,42.5,二线城市,农村户籍,7.9,优秀,63.7,83.6,工薪,3.73,200.85
男,18.0,170.8,58.3,三线城市,农村户籍,6.7,优秀,51.3,96.1,困难,10.06,241084215.36
女,44.9,160.2,59.5,二线城市,农村户籍,5.3,一般,64.9,72.9,工薪,0.69,15248450950.39
女,31.2,161.2,42.8,二线城市,三线户籍,10.0,一般,79.3,90.9,工薪,7.57,40.08
女,25.3,150.8,62.1,二线城市,农村户籍,8.2,良好,60.4,76.9,困难,14.84,1.1284781257604992e+16
男,43.1,178.3,72.0,农村地区,二线户籍,8.1,较差,48.6,96.4,困难,0.81,394.69
男,29.5,176.6,67.1,三线城市,一线户籍,7.7,优秀,64.4,70.1,中产,3.17,35546226735.29
男,21.9,171.4,50.1,二线城市,三线户籍,5.0,一般,40.2,70.0,工薪,17.25,5171712.6
男,42.1,169.3,71.9,一线城市,农村户籍,8.0,优秀,67.6,93.5,中产,2.05,406491.34
男,26.9,176.9,91.9,二线城市,三线户籍,4.8,良好,48.8,89.8,困难,88.21,2477.97
女,28.4,156.8,60.9,农村地区,三线户籍,5.3,良好,60.7,73.8,中产,22.06,151235731.62
男,38.4,161.7,60.8,三线城市,三线户籍,8.4,较差,74.1,91.2,中产,6.97,0.06
女,33.8,163.8,56.6,三线城市,农村户籍,4.9,良好,35.1,107.5,工薪,1.02,136830.07
女,30.1,150.2,54.3,农村地区,农村户籍,3.1,一般,42.7,87.3,中产,3.26,1110203.07
女,32.5,163.0,60.4,三线城市,一线户籍,4.4,良好,64.1,117.9,富裕,5.95,4223300774720780.0
男,33.2,174.4,51.9,二线城市,二线户籍,4.6,良好,52.5,106.6,困难,13.39,123463217428.34
女,25.1,156.7,56.6,农村地区,农村户籍,5.5,优秀,49.7,78.5,工薪,14.51,1138519265.51
男,32.6,163.6,82.2,一线城市,三线户籍,6.1,较差,71.5,107.7,困难,60.13,1785317494721.28
男,34.3,171.3,66.2,农村地区,三线户籍,8.7,良好,50.0,99.1,工薪,3.42,0.0
男,18.0,171.6,72.3,二线城市,二线户籍,5.7,良好,76.9,119.0,富裕,3.71,32548021720.5
女,31.8,151.1,40.0,农村地区,二线户籍,5.1,良好,51.7,110.4,中产,49.81,214175.87
男,34.8,170.7,81.8,二线城市,二线户籍,1.4,优秀,63.0,95.2,工薪,2.64,93195776.12
女,20.7,166.3,57.3,三线城市,三线户籍,3.2,优秀,36.7,109.9,中产,50.72,351637318035167.6
男,20.8,174.3,62.0,农村地区,一线户籍,7.7,一般,88.0,118.6,困难,28.46,58474368852.36
男,20.4,163.6,80.5,农村地区,二线户籍,7.2,优秀,47.3,108.3,工薪,11.7,0.39
男,33.8,164.6,76.8,二线城市,农村户籍,4.3,优秀,82.0,108.1,中产,6.62,0.03
男,28.3,162.5,74.1,三线城市,二线户籍,7.4,优秀,70.4,104.0,中产,26.82,1630956.38
男,20.9,180.2,66.5,三线城市,三线户籍,7.9,优秀,80.2,81.1,富裕,129.98,207733387.21
男,34.0,173.0,79.5,农村地区,三线户籍,4.3,良好,71.1,90.4,工薪,15.8,157392.71
男,31.1,178.4,62.3,农村地区,三线户籍,6.2,一般,46.7,112.8,中产,10.45,303352.03
女,22.0,159.6,52.6,三线城市,二线户籍,7.4,优秀,51.9,109.8,困难,3.37,95524715255368.05
男,31.8,167.9,61.6,农村地区,农村户籍,6.7,优秀,60.1,112.9,中产,7.59,79871248.14
男,24.0,176.9,64.2,一线城市,一线户籍,5.9,优秀,42.3,127.3,工薪,6.17,13368511116.06
女,44.2,166.1,54.9,一线城市,三线户籍,5.3,良好,48.5,108.2,困难,62.61,3.36
男,33.4,170.3,82.9,二线城市,二线户籍,9.8,优秀,56.8,114.1,富裕,86.67,1625659170309.44
女,23.0,156.3,49.6,三线城市,二线户籍,9.4,优秀,41.2,100.3,富裕,8.86,103740231254.84
女,29.9,165.7,40.0,农村地区,三线户籍,6.2,优秀,53.2,125.9,中产,4.2,7349967823.13
女,34.8,158.5,64.6,三线城市,三线户籍,5.5,较差,51.0,129.2,工薪,2.15,1808510.72
男,28.2,176.9,71.3,二线城市,二线户籍,10.0,较差,69.6,124.2,中产,2.29,2314012.9
女,21.4,171.1,59.5,三线城市,二线户籍,6.8,优秀,48.0,96.3,工薪,4.09,4629314667434460.0
女,23.2,156.8,68.3,二线城市,农村户籍,6.6,一般,69.8,75.5,工薪,21.68,85.53
女,37.2,154.1,48.7,二线城市,一线户籍,9.3,一般,49.9,88.8,困难,5.57,0.35
男,28.5,177.7,75.3,二线城市,三线户籍,6.0,一般,67.7,119.1,困难,14.18,29992.16
男,29.3,171.3,75.9,农村地区,二线户籍,10.0,较差,67.4,108.2,富裕,24.04,12693.72
男,35.8,186.3,81.8,二线城市,三线户籍,6.8,优秀,75.1,107.8,工薪,12.57,157055.85
男,33.3,171.5,85.9,农村地区,三线户籍,4.1,优秀,62.0,98.2,工薪,3.32,116946566.83
男,30.0,175.1,75.0,三线城市,一线户籍,7.5,良好,84.1,95.7,困难,14.39,62.72
女,33.1,162.9,52.0,二线城市,三线户籍,4.8,优秀,63.8,87.8,工薪,50.46,8957.29
女,20.5,155.0,57.0,农村地区,农村户籍,5.9,良好,75.4,112.0,困难,12.41,190.94
女,18.0,165.4,52.4,二线城市,三线户籍,4.5,良好,78.1,99.5,中产,8.11,381680585450.93
女,27.9,149.5,53.6,二线城市,一线户籍,5.5,良好,58.3,104.0,工薪,10.17,10.59
女,29.2,156.2,40.0,二线城市,农村户籍,7.4,优秀,47.1,87.8,工薪,81.37,248819.82
女,35.3,163.8,40.0,二线城市,农村户籍,4.5,优秀,64.6,96.3,中产,59.41,520.94
男,18.0,176.1,68.0,一线城市,一线户籍,7.3,较差,75.1,119.2,困难,7.74,13980590.79
女,26.3,150.4,55.7,一线城市,二线户籍,4.6,良好,80.3,90.2,困难,4.63,6968770.72
女,23.5,159.2,66.2,二线城市,三线户籍,5.8,较差,64.4,105.9,工薪,12.89,9.17
女,31.0,164.4,62.6,二线城市,三线户籍,6.1,良好,52.9,87.6,困难,5.34,4.46
男,30.4,168.8,71.5,二线城市,三线户籍,9.6,优秀,98.9,117.1,中产,7.07,23531.44
女,38.0,156.6,62.7,二线城市,一线户籍,9.9,一般,47.2,107.1,工薪,26.02,28515.93
女,21.9,156.5,57.0,二线城市,农村户籍,2.3,一般,59.9,90.1,中产,8.98,206.99
男,35.2,165.8,66.3,一线城市,农村户籍,8.8,一般,52.6,82.7,中产,16.8,866.66
女,26.6,160.6,61.9,农村地区,农村户籍,3.7,优秀,66.3,115.0,工薪,35.47,126923281.49
女,33.6,162.9,66.3,二线城市,一线户籍,5.2,良好,53.3,103.6,工薪,2.59,780282.14
女,27.1,164.8,58.8,一线城市,二线户籍,5.8,良好,57.2,102.8,中产,19.43,3292264.81
女,44.0,160.4,49.2,农村地区,三线户籍,9.1,一般,48.9,80.0,工薪,7.67,252021878.44
男,33.8,178.4,72.0,二线城市,农村户籍,6.3,一般,43.0,97.7,中产,22.82,908664.59
男,27.6,166.4,81.2,二线城市,三线户籍,10.0,良好,82.9,98.8,困难,3.63,0.0
男,22.6,184.3,72.9,一线城市,三线户籍,4.1,良好,62.2,104.2,工薪,113.24,53773602581.85
男,24.7,171.3,75.7,二线城市,二线户籍,6.4,良好,70.7,140.0,中产,32.13,678.13
男,27.5,180.1,82.9,三线城市,一线户籍,9.6,良好,57.4,95.1,富裕,13.05,56415403.24
女,31.2,149.5,71.3,二线城市,三线户籍,7.5,良好,59.1,89.0,中产,9.75,0.37
男,34.1,174.9,79.9,二线城市,三线户籍,6.0,良好,63.5,113.5,工薪,6.94,4406843.5
女,28.6,162.5,41.5,二线城市,农村户籍,4.5,良好,72.4,116.1,困难,1.01,2622533.41
男,31.0,170.0,77.4,二线城市,三线户籍,1.5,较差,74.1,94.2,工薪,2.65,40564.97
男,20.6,171.9,72.9,农村地区,三线户籍,6.0,一般,69.1,76.7,工薪,15.5,8956684.89
女,30.7,151.3,56.8,三线城市,农村户籍,5.4,较差,67.4,100.6,工薪,5.04,2505374.92
男,29.1,163.6,87.0,农村地区,农村户籍,5.6,良好,73.3,83.2,困难,4.85,6457305.56
女,30.6,160.2,61.4,一线城市,二线户籍,3.9,良好,63.7,85.1,困难,201.73,115741.95
男,18.0,182.0,64.1,二线城市,农村户籍,8.5,优秀,39.3,93.5,富裕,8.94,1629307.22
男,27.3,175.5,76.7,二线城市,农村户籍,6.8,一般,67.8,106.4,困难,12.79,5445774932759.53
男,25.4,167.8,63.4,农村地区,一线户籍,7.8,优秀,75.5,93.9,中产,36.22,11237849.87
女,20.2,159.5,62.9,三线城市,二线户籍,7.5,良好,59.4,73.7,中产,14.06,753.95
女,36.4,159.5,55.1,二线城市,三线户籍,8.9,优秀,52.4,97.7,中产,4.86,41.24
女,42.4,149.7,63.7,三线城市,农村户籍,1.5,较差,66.9,103.4,工薪,4.74,2.88
男,24.9,166.5,87.3,二线城市,农村户籍,6.4,一般,68.3,91.1,中产,1.33,44956.68
男,38.0,173.6,68.4,一线城市,二线户籍,10.0,良好,34.4,118.4,困难,13.82,3493794072857.43
男,32.3,174.2,75.0,一线城市,三线户籍,5.2,良好,52.3,82.0,工薪,103.72,3739653.98
女,34.3,162.2,51.2,三线城市,三线户籍,10.0,良好,49.0,125.0,困难,19.65,547.67
女,36.0,159.5,48.3,农村地区,农村户籍,8.1,良好,74.6,99.8,困难,5.93,0.56
男,25.6,169.6,78.2,二线城市,三线户籍,4.8,良好,37.1,92.4,中产,4.58,59353.15
女,39.5,161.4,58.3,三线城市,三线户籍,4.5,良好,76.4,91.8,中产,2.45,4563545102.31
女,34.9,165.6,46.3,三线城市,三线户籍,1.3,良好,70.2,83.8,困难,16.99,2566090543779.23
男,18.0,181.4,74.6,三线城市,农村户籍,4.2,优秀,79.8,97.5,中产,13.4,6455795953.09
女,23.4,161.4,57.1,一线城市,农村户籍,6.1,良好,37.5,94.8,工薪,39.2,1865.93
男,18.0,168.1,67.4,农村地区,一线户籍,5.9,优秀,57.1,108.1,困难,15.93,20.41
男,29.4,173.1,60.3,一线城市,一线户籍,9.3,良好,35.9,89.5,困难,1.38,702219765.62
女,25.9,156.1,51.0,二线城市,二线户籍,4.5,一般,54.8,111.6,工薪,3.44,235717344.3
女,35.0,159.2,51.1,三线城市,农村户籍,0.0,良好,77.0,86.3,中产,19.88,113834497.97
男,29.6,161.2,67.3,二线城市,农村户籍,6.8,一般,60.9,86.1,工薪,9.7,1.03
男,29.1,178.4,62.8,三线城市,农村户籍,10.0,较差,54.6,92.4,中产,10.09,366166029505428.6
女,22.7,157.1,50.0,二线城市,农村户籍,10.0,较差,72.6,100.3,中产,61.63,0.88
男,47.4,169.9,57.0,三线城市,一线户籍,3.7,较差,76.4,77.9,困难,21.07,266837.81
男,20.5,160.6,73.1,三线城市,二线户籍,5.5,一般,68.0,101.4,工薪,4.38,3480656.77
男,37.0,175.5,63.3,农村地区,二线户籍,4.6,良好,50.5,84.3,中产,27.67,1919498.09
男,28.6,177.6,69.1,二线城市,二线户籍,8.1,优秀,74.5,99.7,工薪,4.83,0.06
男,18.0,174.5,73.6,农村地区,三线户籍,5.2,良好,49.5,85.7,困难,7.4,42.0
男,26.5,173.9,55.9,二线城市,一线户籍,6.8,良好,85.6,83.4,中产,39.3,3911195781822.29
女,29.9,150.1,52.8,一线城市,三线户籍,10.0,一般,74.4,91.3,中产,19.44,12669890980.81
男,28.5,171.0,86.4,三线城市,农村户籍,6.5,良好,52.8,116.5,中产,127.97,296077112.72
女,41.3,153.1,62.7,二线城市,三线户籍,3.5,良好,38.8,97.9,工薪,5.75,13929123.22
女,26.1,160.8,43.9,农村地区,三线户籍,8.6,良好,44.2,70.0,困难,9.28,792085.37
男,33.5,169.5,71.1,一线城市,二线户籍,5.5,优秀,49.7,118.4,中产,25.46,0.0
女,38.9,155.7,50.1,三线城市,农村户籍,6.5,较差,57.3,98.3,工薪,57.42,1823.08
女,29.8,157.1,54.9,三线城市,三线户籍,6.8,一般,66.6,86.2,中产,26.49,0.28
男,26.1,184.2,74.7,三线城市,一线户籍,9.8,优秀,45.4,106.1,工薪,9.9,1941586770.81
女,18.0,163.9,55.4,农村地区,农村户籍,0.0,良好,63.1,96.0,工薪,19.65,262620.51
女,30.0,161.4,47.0,三线城市,一线户籍,5.2,良好,54.8,94.4,中产,3.76,0.01
女,23.3,164.2,71.3,一线城市,三线户籍,9.5,良好,54.3,122.6,中产,168.38,315827.0
男,39.0,167.5,73.8,二线城市,一线户籍,2.1,优秀,66.1,95.8,中产,13.96,321960690.46
女,28.6,168.1,50.1,三线城市,农村户籍,8.4,优秀,61.2,79.2,工薪,15.19,51849.58
女,28.7,157.4,40.0,三线城市,二线户籍,5.7,良好,65.9,97.7,工薪,8.29,0.06
女,32.8,167.4,63.9,二线城市,三线户籍,5.3,良好,63.1,98.3,工薪,38.25,12667619129.66
男,18.0,176.7,64.4,三线城市,三线户籍,9.9,一般,71.4,73.9,富裕,5.88,21132310643584.33
女,29.1,151.6,52.6,二线城市,农村户籍,2.5,一般,55.9,113.1,中产,7.62,36811893.97
男,35.6,169.1,55.6,三线城市,三线户籍,8.3,良好,34.0,120.0,中产,243.93,5178696.12
女,28.8,154.6,56.0,二线城市,三线户籍,7.8,一般,60.8,83.2,工薪,6.1,2039.41
男,32.7,172.4,52.5,农村地区,农村户籍,3.9,一般,85.7,107.9,中产,7.54,1897.56
女,25.3,159.2,54.8,农村地区,三线户籍,6.3,良好,29.7,108.2,困难,204.82,13089.48
女,36.9,160.4,46.7,二线城市,三线户籍,7.5,优秀,65.9,93.6,富裕,20.92,238569.77
女,34.5,151.9,52.0,农村地区,三线户籍,3.9,优秀,55.2,70.0,工薪,2.36,51.18
女,34.6,157.1,52.8,二线城市,三线户籍,10.0,良好,50.6,101.5,中产,18.28,159.85
女,20.0,162.5,61.0,二线城市,二线户籍,6.4,一般,26.0,96.9,富裕,4.12,97150879.95
女,30.2,157.4,61.8,二线城市,农村户籍,7.8,优秀,45.3,78.9,工薪,13.86,134798.51
男,25.4,169.7,71.8,农村地区,农村户籍,5.0,良好,48.2,109.0,中产,2.24,124658111.8
男,28.9,174.7,91.0,二线城市,三线户籍,8.0,一般,58.4,129.1,困难,1.5,8420758.34
男,19.9,172.0,64.1,农村地区,三线户籍,6.9,良好,65.7,110.4,工薪,120.94,0.0
女,31.8,165.5,66.5,二线城市,二线户籍,4.4,较差,23.5,110.3,工薪,4.58,19029567.64
